,PID,Order,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,Longitude,Latitude,AgeofHouse
1444,535451110,1962,864,129000,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,398.0,BLQ,149.0,317.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Not Present,Detchd,1980.0,RFn,2.0,720.0,TA,TA,Y,194,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2007,WD ,Normal,"-93,607963","42,035876",5
1445,535451170,679,1040,90000,90,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,Not Present,Detchd,1956.0,Unf,2.0,420.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2009,WD ,Normal,"-93,608903","42,035841",59
1446,535451190,2622,1040,109500,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1950.0,Unf,2.0,625.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2006,WD ,Normal,"-93,608903","42,035996",56
1447,535451210,2623,1040,109900,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,TA,Y,FuseA,1040,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,29,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,"-93,608904","42,036099",56
1448,535451230,1269,1048,98300,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1048,0,0,0.0,0.0,1,0,3,1,TA,7,Min1,0,Not Present,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,27,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,"-93,608909","42,037104",58
1449,535451250,680,1904,138000,50,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,BLQ,352.0,676.0,1208.0,GasA,Gd,Y,FuseA,1136,768,0,1.0,0.0,1,1,3,1,TA,7,Min1,0,Not Present,Attchd,1950.0,Unf,1.0,240.0,TA,TA,Y,0,0,168,0,0,0,Not Present,GdPrv,Not Present,0,5,2009,WD ,Normal,"-93,60891","42,037233",27
1450,535452060,1963,1134,135000,20,RL,7000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,Unf,0.0,422.0,1010.0,GasA,Ex,Y,SBrkr,1134,0,0,0.0,0.0,1,0,2,1,TA,6,Typ,0,Not Present,Attchd,1960.0,RFn,1.0,254.0,TA,TA,Y,0,16,0,0,0,0,Not Present,MnWw,Not Present,0,4,2007,WD ,Family,"-93,606932","42,037106",5
1451,535452090,681,1041,128000,20,RL,7350,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Gd,Y,SBrkr,1041,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1958.0,RFn,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,3,2009,WD ,Normal,"-93,606891","42,03602",51
1452,535452100,682,1339,139000,20,RL,7560,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504.0,Unf,0.0,525.0,1029.0,GasA,TA,Y,SBrkr,1339,0,0,0.0,0.0,1,0,3,1,TA,6,Min1,0,Not Present,Attchd,1958.0,Unf,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,5,2009,COD,Abnorml,"-93,606889","42,035968",44
1453,535452120,1270,1507,127000,80,RL,7910,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666.0,Unf,0.0,409.0,1075.0,GasA,Gd,Y,SBrkr,1507,0,0,0.0,0.0,2,0,4,1,TA,7,Maj1,0,Not Present,Basment,1960.0,Unf,1.0,404.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,8,2008,WD ,Normal,"-93,60688","42,035813",48
1454,535452140,683,732,118900,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,BLQ,102.0,0.0,732.0,GasA,TA,Y,SBrkr,732,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,68,0,0,0,0,Not Present,Not Present,Not Present,0,9,2009,WD ,Normal,"-93,607814","42,03572",57
1455,535453020,1271,1256,159000,20,RL,8000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,476.0,Rec,488.0,292.0,1256.0,GasA,Gd,Y,FuseA,1256,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,0,240,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,"-93,605971","42,037162",49
1456,535453040,1272,1027,125900,20,RL,8000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,11,2008,WD ,Normal,"-93,60597","42,037006",46
1457,535453070,163,1246,154000,20,RL,7500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,Not Present,GdPrv,Not Present,0,5,2010,WD ,Normal,"-93,605969","42,03594",16
1458,535453080,1964,1040,152000,20,RL,7500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,574.0,Unf,0.0,466.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Shed,0,7,2007,WD ,Normal,"-93,605968","42,035862",4
1459,535453100,684,1183,138000,80,RL,8000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,TA,Y,SBrkr,1183,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,7,2009,WD ,Normal,"-93,605968","42,035706",50
1460,535453150,1965,1170,140000,20,RL,7315,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,625.0,Unf,0.0,545.0,1170.0,GasA,TA,Y,SBrkr,1170,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,0,0,0,0,225,0,Not Present,Not Present,Not Present,0,3,2007,WD ,Normal,"-93,60674","42,036002",49
1461,535453160,2624,1040,133700,20,RL,7560,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0.0,671.0,1040.0,GasA,TA,Y,FuseA,1040,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,140,0,252,0,0,0,Not Present,GdWo,Not Present,0,7,2006,WD ,Normal,"-93,606743","42,036053",47
1462,535453180,1966,1242,152000,20,RL,7903,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,739.0,Unf,0.0,503.0,1242.0,GasA,Gd,Y,FuseA,1242,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Attchd,1960.0,RFn,1.0,324.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2007,WD ,Family,"-93,606782","42,037084",47
1463,535453200,685,1148,132500,20,RL,7931,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148.0,Unf,0.0,0.0,1148.0,GasA,TA,Y,SBrkr,1148,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1959.0,Unf,1.0,672.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdPrv,Not Present,0,7,2009,WD ,Normal,"-93,606786","42,037214",50
1464,535453210,1273,1269,155000,20,RL,7931,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374.0,LwQ,532.0,363.0,1269.0,GasA,TA,Y,FuseA,1269,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,"-93,606788","42,037291",48
1465,535454030,2625,1040,81400,90,RL,8544,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,Wall,Fa,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,Not Present,Detchd,1950.0,Unf,2.0,400.0,TA,Fa,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,12,2006,WD ,Normal,"-93,609053","42,034805",56
1466,535454050,2626,1040,87500,90,RL,8544,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,Wall,Fa,N,FuseA,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,Not Present,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,"-93,609053","42,03471",56
1467,535454060,2627,1040,93500,90,RL,8544,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,Gd,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,TA,6,Typ,0,Not Present,Detchd,1949.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,"-93,609053","42,034662",56
1468,535454070,164,1385,166000,50,RL,8520,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,0.0,0.0,2,0,4,1,TA,6,Typ,0,Not Present,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2010,WD ,Normal,"-93,609218","42,0347571",58
1469,535454100,686,1461,133500,50,RL,10800,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,FuseF,832,629,0,0.0,0.0,2,0,4,1,TA,6,Typ,0,Not Present,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,0,0,0,0,Not Present,Not Present,Not Present,0,8,2009,WD ,Normal,"-93,609945","42,0347542",13
1470,535454150,1274,1320,138000,50,RL,8064,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,315.0,Unf,0.0,453.0,768.0,GasA,Ex,Y,SBrkr,819,501,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,Not Present,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,108,0,0,0,0,0,Not Present,GdWo,Not Present,0,9,2008,WD ,Normal,"-93,610604","42,034811",58
1471,535454160,687,1495,135000,50,RL,8064,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120.0,Unf,0.0,744.0,864.0,GasA,TA,Y,SBrkr,1064,0,431,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Detchd,1994.0,Unf,2.0,576.0,TA,TA,Y,180,36,0,0,0,0,Not Present,Not Present,Not Present,0,8,2009,COD,Abnorml,"-93,610605","42,034858",15
1472,535455060,1275,984,112500,45,RL,6390,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,TA,Y,FuseA,984,0,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1954.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,Not Present,GdWo,Not Present,0,6,2008,WD ,Normal,"-93,607948","42,034564",54
1473,535455080,1276,832,105500,45,RL,7227,Pave,Not Present,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,Not Present,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,"-93,608765","42,034789",54
1474,535455090,1277,1278,127500,50,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,0.0,0.0,1,0,4,1,TA,6,Typ,0,Not Present,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnWw,Not Present,0,4,2008,WD ,Normal,"-93,608903","42,034686",54
1475,535456010,2628,1556,119000,90,RL,8512,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,GasA,TA,Y,SBrkr,1556,0,0,0.0,0.0,2,0,4,2,TA,8,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,9,2006,WD ,Normal,"-93,606892","42,034829",46
1476,535456020,2629,1150,141000,20,RL,7945,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,Ex,Y,FuseA,1150,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1959.0,RFn,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2006,WD ,Normal,"-93,606893","42,034757",47
1477,535456050,1278,1800,130000,90,RL,8513,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,TA,N,SBrkr,1800,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,11,2008,WD ,Abnorml,"-93,6071073","42,0347301",47
1478,535456070,1279,1588,150000,50,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370.0,Unf,0.0,398.0,768.0,GasA,Gd,Y,SBrkr,1024,564,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Detchd,1955.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,"-93,607799","42,034636",41
1479,535456100,1280,825,109500,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,TA,Y,FuseA,825,0,0,0.0,1.0,1,0,2,1,TA,4,Typ,0,Not Present,Attchd,1954.0,Unf,1.0,350.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,"-93,607801","42,034801",54
1480,535456110,165,900,134800,20,RL,7200,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,TA,Y,SBrkr,900,0,0,0.0,1.0,1,0,3,1,Gd,5,Typ,0,Not Present,Detchd,2005.0,Unf,2.0,576.0,TA,TA,Y,222,32,0,0,0,0,Not Present,Not Present,Not Present,0,5,2010,WD ,Normal,"-93,607801","42,034848",10
1481,535457010,166,1116,160000,20,RL,10000,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,Not Present,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,385,0,Not Present,Not Present,Not Present,0,2,2010,WD ,Normal,"-93,605943","42,034748",48
1482,535457020,1967,1377,156500,20,RL,8000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1098.0,Rec,154.0,125.0,1377.0,GasA,TA,Y,SBrkr,1377,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,TA,Attchd,1965.0,Unf,1.0,351.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,11,2007,WD ,Normal,"-93,605942","42,034685",47
1483,535457040,1968,1800,141000,90,RL,8000,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,N,SBrkr,1800,0,0,0.0,0.0,2,0,6,2,TA,10,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2007,WD ,Normal,"-93,606746","42,034614",46
1484,535457050,1969,925,99000,20,RL,7000,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,925,0,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,Not Present,Attchd,1961.0,Fin,1.0,300.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2007,WD ,Normal,"-93,606746","42,034564",46
1485,535457070,2630,1150,146000,20,RL,7000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,781.0,Unf,0.0,369.0,1150.0,GasA,TA,Y,SBrkr,1150,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Attchd,1961.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,162,0,Not Present,Not Present,Not Present,0,7,2006,WD ,Normal,"-93,606744","42,034708",45
1486,535457090,167,1175,148000,20,RL,7635,Pave,Not Present,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,588.0,LwQ,350.0,237.0,1175.0,GasA,Ex,Y,SBrkr,1175,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Detchd,1960.0,RFn,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2010,WD ,Normal,"-93,606742","42,034851",50
