,Order,PID,area,price,MS.SubClass,MS.Zoning,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,AgeofHouse
1314,1315,902306120,1540,129400,70,RM,6000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Ex,Y,SBrkr,884,656,0,0.0,0.0,1,1,3,1,Gd,7,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,N,240,77,0,0,0,0,Not Present,Not Present,Not Present,0,2,2008,WD ,Normal,3
1315,1316,902306130,1378,161000,70,RM,9600,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,0.0,548.0,689.0,GasA,Ex,Y,SBrkr,689,689,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,TA,N,0,0,116,0,0,0,Not Present,Not Present,Not Present,0,10,2008,WD ,Normal,3
1316,1317,902326060,1912,163000,190,RM,10800,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,482.0,482.0,GasA,Ex,N,SBrkr,1221,691,0,0.0,0.0,2,0,3,2,TA,7,Typ,1,TA,Detchd,2003.0,Unf,2.0,672.0,Gd,TA,Y,0,25,212,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,8
1317,1318,902328040,1484,128000,75,RM,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0,0.0,0.0,2,0,3,1,TA,9,Typ,1,Gd,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,291,134,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,7
1318,1319,902330010,2358,122000,70,RM,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,0.0,425.0,684.0,OthW,Fa,N,SBrkr,938,1215,205,0.0,0.0,2,0,4,1,TA,8,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,54,20,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Normal,21
1319,1320,902401010,1111,116900,50,RM,5700,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,TA,Y,SBrkr,572,539,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,TA,Y,0,0,176,0,0,0,Not Present,Not Present,Not Present,0,8,2008,WD ,Normal,58
1320,1321,902401120,2775,325000,75,RM,13500,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,Y,SBrkr,1521,1254,0,0.0,0.0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2.0,880.0,Gd,TA,Y,105,502,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,8
1321,1322,902402260,1086,55000,70,RM,11340,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,723.0,723.0,GasA,TA,N,SBrkr,723,363,0,0.0,0.0,1,0,2,1,TA,5,Maj1,0,Not Present,Detchd,1920.0,Unf,2.0,400.0,Fa,Po,N,0,24,144,0,0,0,Not Present,Not Present,Not Present,0,11,2008,ConLD,Normal,58
1322,1323,902405070,2495,184000,70,RM,10800,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1313.0,1313.0,GasW,Gd,Y,SBrkr,1313,1182,0,0.0,0.0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950.0,Unf,2.0,342.0,TA,Fa,Y,0,299,0,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Normal,9
1323,1324,902406020,984,110000,20,RM,9750,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,200.0,Unf,0.0,784.0,984.0,GasA,Gd,Y,SBrkr,984,0,0,1.0,0.0,1,0,2,1,Fa,5,Typ,0,Not Present,Detchd,1959.0,Unf,1.0,308.0,TA,TA,N,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,49
1324,1325,902406090,1795,131500,50,RM,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1050.0,1050.0,GasA,Ex,N,FuseF,1050,745,0,0.0,0.0,2,0,4,1,TA,7,Typ,0,Not Present,Attchd,1954.0,Unf,1.0,352.0,Fa,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,11,2008,WD ,Normal,54
1325,1326,902427045,882,97000,20,RM,12702,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,Gd,Y,FuseA,882,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1956.0,Unf,1.0,308.0,TA,TA,Y,0,45,0,0,0,0,Not Present,Not Present,Not Present,0,12,2008,WD ,Normal,52
1326,1327,902427150,1093,115500,20,RM,8516,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,869.0,869.0,GasA,TA,Y,SBrkr,1093,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,Not Present,Detchd,1959.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,2
1327,1328,903201030,1143,138000,30,RL,7111,Pave,Not Present,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,TA,Y,SBrkr,1143,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1992.0,Unf,1.0,288.0,TA,TA,Y,265,0,0,0,0,0,Not Present,GdPrv,Not Present,0,7,2008,WD ,Normal,25
1328,1329,903204010,1668,108000,50,RM,7425,Pave,Not Present,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,1195,473,0,0.0,0.0,1,1,3,1,Gd,8,Typ,0,Not Present,Attchd,1945.0,Unf,1.0,252.0,TA,TA,Y,210,0,0,0,0,0,Not Present,Not Present,Not Present,0,8,2008,WD ,Abnorml,58
1329,1330,903204095,935,79500,40,RM,9100,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,TA,Y,FuseA,779,0,156,0.0,0.0,1,0,2,1,TA,4,Typ,0,Not Present,Detchd,1988.0,Unf,1.0,308.0,TA,TA,P,0,0,0,0,0,0,Not Present,Not Present,Shed,600,8,2008,WD ,Normal,48
1330,1331,903206070,1738,153000,50,RL,7010,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,175.0,Unf,0.0,849.0,1024.0,GasA,TA,Y,SBrkr,1144,594,0,0.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,1.0,240.0,TA,TA,P,0,30,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,58
1331,1332,903225050,784,109500,45,RM,6130,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,Gd,Y,SBrkr,784,0,0,1.0,0.0,1,0,2,1,Gd,5,Typ,0,Not Present,Not Present,Not Present,Not Present,0.0,0.0,Not Present,Not Present,Y,0,0,116,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,58
1332,1333,903225140,1210,124000,50,RM,5000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,600.0,Unf,0.0,72.0,672.0,GasA,Ex,Y,SBrkr,832,378,0,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Not Present,Detchd,1941.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,2
1333,1334,903225160,1290,106900,70,RM,5870,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,554.0,554.0,GasA,Ex,Y,SBrkr,736,554,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,Not Present,Detchd,1926.0,Unf,1.0,200.0,Fa,TA,Y,38,112,0,0,0,0,Not Present,MnPrv,Shed,400,4,2008,WD ,Normal,8
1334,1335,903226060,1672,164900,50,RM,6000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,Ex,Y,SBrkr,1014,658,0,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,11,0,0,0,0,Not Present,GdPrv,Not Present,0,7,2008,WD ,Normal,19
1335,1336,903226150,949,119000,30,RM,6000,Pave,Not Present,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,949.0,949.0,GasA,Ex,Y,SBrkr,949,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1924.0,Unf,2.0,370.0,TA,TA,Y,0,0,48,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,5
1336,1337,903227080,1158,120000,50,RM,6000,Pave,Not Present,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,862.0,862.0,GasA,TA,Y,SBrkr,950,208,0,0.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1.0,208.0,TA,TA,Y,0,0,112,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,58
1337,1338,903228040,1497,157000,50,RM,6000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,825.0,GasA,Ex,Y,SBrkr,825,672,0,0.0,0.0,2,0,3,1,TA,5,Typ,0,Not Present,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,0,0,0,0,0,Not Present,GdPrv,Not Present,0,5,2008,WD ,Normal,8
1338,1339,903228060,1342,105000,50,RM,6000,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,475.0,739.0,GasA,Ex,Y,SBrkr,874,468,0,0.0,0.0,2,0,2,2,TA,7,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,58
1339,1340,903228090,1013,113000,45,RM,5000,Pave,Not Present,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Ex,Y,SBrkr,1013,0,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,Not Present,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Normal,58
1340,1341,903230110,1216,115000,50,RM,5520,Pave,Not Present,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,TA,Y,SBrkr,565,651,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA,Y,0,0,180,0,0,0,Not Present,MnPrv,Not Present,0,4,2008,WD ,Normal,11
1342,1343,903231080,1136,123000,50,RM,6240,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,Y,SBrkr,624,512,0,0.0,1.0,1,0,2,1,TA,6,Typ,0,Not Present,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0,365,80,0,0,0,Not Present,Not Present,Not Present,0,8,2008,WD ,Normal,58
1343,1344,903232030,808,81300,30,RM,6120,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,Not Present,Not Present,Not Present,Not Present,0.0,Not Present,0.0,0.0,0.0,GasA,Gd,N,SBrkr,808,0,0,0.0,0.0,1,0,1,1,TA,6,Min2,0,Not Present,Attchd,1925.0,Unf,1.0,164.0,TA,TA,P,0,48,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,13
1344,1345,903232090,1573,162900,50,RM,6240,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128,445,0,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,16
1345,1346,903233080,2009,150000,50,RM,6240,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,0,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,0,20,0,0,0,0,Not Present,MnPrv,Not Present,0,1,2008,WD ,Normal,58
1346,1347,903234090,1902,123500,70,RM,6120,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,203.0,Unf,0.0,897.0,1100.0,GasA,TA,Y,SBrkr,1226,676,0,0.0,0.0,2,0,4,1,TA,7,Typ,0,Not Present,Detchd,1960.0,Unf,2.0,576.0,TA,TA,Y,0,139,55,0,0,0,Not Present,Not Present,Not Present,0,10,2008,WD ,Normal,58
1347,1348,903234100,1774,129900,50,RM,6120,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Gd,Y,FuseF,1022,752,0,0.0,0.0,2,0,2,2,TA,8,Min1,2,TA,Detchd,1931.0,Unf,2.0,468.0,Fa,TA,Y,90,0,205,0,0,0,Not Present,Not Present,Not Present,0,4,2008,WD ,Abnorml,58
1348,1349,903235010,1362,128000,70,RM,6155,Pave,Not Present,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,611.0,611.0,GasA,Ex,Y,SBrkr,751,611,0,0.0,0.0,2,0,3,1,TA,6,Typ,0,Not Present,Detchd,1920.0,Fin,2.0,502.0,TA,Fa,Y,0,0,84,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,9
1349,1350,903235100,520,68500,30,RM,6324,Pave,Not Present,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,520.0,GasA,Fa,N,SBrkr,520,0,0,0.0,0.0,1,0,1,1,Fa,4,Typ,0,Not Present,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,0,0,Not Present,Not Present,Not Present,0,5,2008,WD ,Normal,58
1350,1351,903236010,1285,127000,50,RM,8635,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,672.0,GasA,TA,Y,SBrkr,1072,213,0,1.0,0.0,1,0,2,1,TA,6,Min1,0,Not Present,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,Not Present,MnPrv,Not Present,0,1,2008,WD ,Normal,7
1351,1352,903400180,1848,207000,50,RL,13053,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,833.0,833.0,GasA,Gd,Y,SBrkr,1053,795,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1922.0,Unf,2.0,370.0,TA,TA,N,0,0,0,0,220,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,8
1352,1353,903401020,1820,184000,50,RL,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,329.0,Unf,0.0,697.0,1026.0,GasA,Ex,Y,SBrkr,1133,687,0,1.0,0.0,2,0,4,1,TA,8,Typ,0,Not Present,Detchd,1925.0,Unf,1.0,240.0,TA,TA,N,0,100,0,0,0,0,Not Present,GdPrv,Not Present,0,6,2008,WD ,Normal,58
1353,1354,903401030,1716,162500,50,RL,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Ex,Y,SBrkr,1170,546,0,0.0,0.0,2,0,4,1,Gd,8,Typ,0,Not Present,Detchd,1970.0,Unf,2.0,672.0,TA,TA,Y,0,195,0,0,0,0,Not Present,Not Present,Not Present,0,3,2008,WD ,Normal,4
1354,1355,903401050,1505,145000,50,RL,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399.0,Unf,0.0,484.0,883.0,GasA,Gd,Y,SBrkr,988,517,0,1.0,0.0,1,0,3,1,TA,8,Typ,0,Not Present,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,0,0,0,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,26
1355,1356,903425420,838,130000,30,RL,10267,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,210.0,ALQ,606.0,0.0,816.0,GasA,Ex,Y,SBrkr,838,0,0,1.0,0.0,1,0,2,1,Fa,5,Typ,0,Not Present,Detchd,1961.0,Fin,1.0,275.0,TA,TA,N,0,0,112,0,0,0,Not Present,MnWw,Not Present,0,5,2008,WD ,Normal,8
1356,1357,903426160,1984,160000,60,RM,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Gd,Y,SBrkr,1242,742,0,0.0,0.0,2,0,5,1,TA,8,Typ,0,Not Present,Detchd,Not Present,Not Present,1.0,360.0,Not Present,Not Present,Y,64,0,180,0,0,0,Not Present,MnPrv,Shed,1000,9,2008,WD ,Normal,25
1357,1358,903427090,1666,161000,70,RM,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,588.0,588.0,GasA,Fa,Y,SBrkr,833,833,0,0.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,TA,Y,192,63,0,0,0,0,Not Present,MnPrv,Not Present,0,6,2008,WD ,Normal,12
1358,1359,903429010,1609,127500,50,RM,4347,Pave,Not Present,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,825,784,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,Not Present,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,N,0,182,0,0,0,0,Not Present,Not Present,Not Present,0,6,2008,WD ,Normal,58
1359,1360,903452025,768,93850,30,RM,6291,Grvl,Not Present,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,0,0.0,0.0,1,0,1,1,TA,4,Typ,0,Not Present,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,Not Present,Not Present,Not Present,0,7,2008,WD ,Normal,58
